F??Fw,0,0,0
F?AFo,0,0,0
F?AFw,8,3,4
F?B@w,0,0,0
F?BDo,0,0,0
F?BDw,11,4,9
F?BFo,12,4,16
F?BFw,12,6,7
F?Bco,0,0,0
F?Bcw,11,10,9
F?Beo,14,12,6
F?Bew,19,7,9
F?Bfo,18,12,12
F?Bfw,19,9,7
F?BvO,18,12,6
F?BvW,25,9,8
F?Bvo,24,12,12
F?Bvw,25,11,9
F?B~o,30,10,10
F?B~w,31,13,11
F?`F_,0,0,0
F?`Fo,12,2,7
F?`Fw,14,4,6
F?`cg,0,0,0
F?`cw,14,0,13
F?`e_,0,0,0
F?`eg,20,1,6
F?`eo,14,2,5
F?`ew,20,5,11
F?`f_,18,2,16
F?`fg,24,4,12
F?`fo,21,4,17
F?`fw,18,6,8
F?`uO,9,0,12
F?`uW,21,6,15
F?`v?,8,2,14
F?`vG,31,3,6
F?`vO,21,6,8
F?`vW,20,10,10
F?`v_,6,6,24
F?`vg,31,8,17
F?`vo,22,8,15
F?`vw,19,10,11
F?aN_,8,0,4
F?aNo,12,2,6
F?aNw,12,3,9
F?bB_,0,0,0
F?bBo,18,2,25
F?bDg,18,3,9
F?bDo,16,2,9
F?bF_,19,9,20
F?bFg,23,5,12
F?bFo,20,3,19
F?bFw,16,4,8
F?bLo,13,2,20
F?bLw,20,5,17
F?bN_,14,2,8
F?bNg,15,4,9
F?bNo,15,3,10
F?bNw,16,5,11
F?bao,22,4,19
F?baw,20,6,22
F?bbo,22,7,27
F?bbw,22,7,27
F?bcw,20,6,19
F?beg,32,3,10
F?beo,24,5,13
F?bew,22,6,14
F?bf_,16,8,36
F?bfg,33,7,16
F?bfo,23,8,17
F?bfw,17,8,11
F?bmo,18,6,18
F?bmw,23,9,16
F?bno,18,8,10
F?bnw,19,10,11
F?bro,20,9,34
F?brw,21,13,36
F?bvO,21,7,12
F?bvW,22,10,13
F?bv_,16,10,30
F?bvg,27,11,34
F?bvo,21,9,20
F?bvw,21,11,12
F?b~o,22,10,12
F?b~w,23,12,13
F?opo,22,0,42
F?osW,12,0,12
F?otO,15,1,8
F?otW,20,4,24
F?oto,24,3,29
F?ouW,17,2,16
F?ov?,4,2,14
F?ovO,15,3,7
F?ovW,21,6,13
F?ov_,8,4,28
F?ovo,21,5,19
F?ovw,18,8,14
F?o|W,23,5,28
F?o|o,21,7,36
F?o}W,23,6,20
F?o~O,20,6,14
F?o~W,22,9,14
F?o~_,18,5,13
F?o~o,18,8,14
F?o~w,19,10,15
F?q_w,16,4,32
F?q`o,24,3,28
F?qaw,19,7,22
F?qb_,22,2,30
F?qbo,26,4,26
F?qbw,22,10,24
F?qcw,24,4,22
F?qdo,25,4,19
F?qeo,21,3,11
F?qew,20,5,17
F?qf_,24,5,27
F?qfo,24,4,20
F?qfw,18,7,11
F?qjo,20,7,29
F?qjw,21,12,30
F?qkw,36,3,21
F?qlo,26,7,23
F?qmo,19,4,19
F?qmw,23,7,18
F?qn_,16,4,12
F?qno,17,6,13
F?qnw,18,8,14
F?qpo,23,5,49
F?qrO,21,4,24
F?qr_,16,6,34
F?qrg,32,8,41
F?qro,22,8,33
F?qrw,21,15,34
F?qtg,33,7,23
F?qto,26,7,31
F?qtw,28,10,34
F?quW,21,7,21
F?qvG,31,5,20
F?qvO,22,6,12
F?qvW,22,9,14
F?qv_,18,7,29
F?qvg,29,10,31
F?qvo,23,8,19
F?qvw,20,11,13
F?qzw,21,22,34
F?q|w,31,13,36
F?q~W,23,13,14
F?q~_,19,8,13
F?q~g,20,11,13
F?q~o,20,11,13
F?q~w,21,13,14
F?rDo,26,2,20
F?rF_,24,8,22
F?rFo,27,3,19
F?rFw,16,4,12
F?rLw,23,7,18
F?rN_,14,2,12
F?rNo,15,4,13
F?rNw,16,6,14
F?rdo,23,7,26
F?rdw,21,9,24
F?re_,12,4,32
F?reg,34,5,17
F?reo,24,5,20
F?rew,21,7,20
F?rf_,16,9,39
F?rfg,31,6,26
F?rfo,25,6,23
F?rfw,18,9,13
F?rmw,25,11,18
F?rn_,18,7,11
F?rng,19,9,12
F?rno,19,9,12
F?rnw,19,12,13
F?rv_,20,8,32
F?rvg,24,9,44
F?rvo,23,9,23
F?rvw,22,12,14
F?r~o,22,12,14
F?r~w,23,14,15
F?zPw,24,18,48
F?zTW,22,8,24
F?zTo,23,10,27
F?zTw,23,15,28
F?zUW,20,6,22
F?zUo,26,11,17
F?zVO,21,9,15
F?zVW,21,13,16
F?zV_,20,10,20
F?zVo,23,12,20
F?zVw,22,14,12
F?z\w,24,18,30
F?z^o,22,14,12
F?z^w,23,16,13
F?zcw,24,13,26
F?zew,24,12,14
F?zf_,18,12,24
F?zfo,30,10,20
F?zfw,20,13,11
F?zmw,26,15,14
F?zno,20,12,12
F?znw,21,14,13
F?zuo,21,11,23
F?zvO,21,10,19
F?zv_,22,11,22
F?zvg,25,12,35
F?zvo,23,13,24
F?zvw,24,15,13
F?z~w,25,17,14
F?~vW,24,15,13
F?~v_,24,12,12
F?~vo,26,13,26
F?~vw,26,16,14
F?~~w,27,18,15
FCOf?,0,0,0
FCOf_,8,0,10
FCOfo,22,0,8
FCOfw,15,6,6
FCQVO,21,0,3
FCQV_,14,0,6
FCQVg,27,3,6
FCQVo,21,3,8
FCQVw,14,8,5
FCQb?,0,0,0
FCQbO,11,0,16
FCQb_,14,0,21
FCQbo,30,2,16
FCQeG,11,7,15
FCQeO,23,2,2
FCQeW,36,4,26
FCQe_,9,0,9
FCQeo,27,0,9
FCQf?,5,3,20
FCQfG,10,7,33
FCQfO,20,6,37
FCQfW,38,5,37
FCQf_,11,0,25
FCQfg,29,2,11
FCQfo,26,3,16
FCQfw,15,8,7
FCQrO,18,0,12
FCQrW,25,2,18
FCQuW,25,4,19
FCQug,31,0,11
FCQuo,23,1,16
FCQuw,26,3,16
FCQvO,24,2,10
FCQvW,24,3,13
FCQv_,9,0,19
FCQvg,32,3,13
FCQvo,22,3,15
FCQvw,16,6,11
FCRTo,24,1,15
FCRTw,23,3,19
FCRV?,16,2,12
FCRVO,22,1,9
FCRVW,23,2,11
FCRV_,16,1,18
FCRVg,32,4,12
