H??FEa~,50,17,43
H??FEbK,38,6,64
H??FEbM,51,9,59
H??FEbN,50,14,64
H??FEb],58,14,45
H??FEbk,53,9,58
H??FEbm,53,11,35
H??FEbn,44,14,32
H??FEb{,76,20,44
H??FEb},47,13,39
H??FEb~,36,16,20
H??FEc~,53,32,80
H??FEeN,60,26,74
H??FEe],51,20,73
H??FEen,44,20,56
H??FEe{,37,12,51
H??FEe},42,16,52
H??FEe~,51,20,49
H??FEfM,45,12,63
H??FEfN,64,18,62
H??FEf],54,16,50
H??FEfk,33,10,38
H??FEfm,33,13,44
H??FEfn,44,16,39
H??FEf{,34,12,20
H??FEf},36,15,21
H??FEf~,38,18,22
H??FEo],62,19,108
H??FEou,52,16,85
H??FEo},59,20,97
H??FEo~,58,32,90
H??FEqU,55,15,74
H??FEq],59,17,84
H??FEq^,61,26,89
H??FEqe,38,11,63
H??FEqs,60,11,64
H??FEqt,72,14,54
H??FEqu,53,13,54
H??FEqv,47,20,54
H??FEq{,66,13,86
H??FEq|,71,16,69
H??FEq},60,16,56
H??FEq~,57,23,50
H??FErE,42,8,76
H??FErS,54,8,66
H??FErT,76,13,55
H??FErU,54,13,59
H??FErV,57,21,62
H??FEr[,64,10,86
H??FEr\,82,15,57
H??FEr],61,17,54
H??FEr^,68,20,56
H??FErc,44,8,60
H??FErd,59,11,47
H??FEre,42,10,56
H??FErf,40,17,53
H??FErs,49,11,60
H??FErt,76,15,30
H??FEru,55,13,31
H??FErv,48,17,31
H??FEr{,68,20,56
H??FEr|,68,16,46
H??FEr},57,15,32
H??FEr~,47,19,18
H??FEuv,50,24,58
H??FEu{,50,15,55
H??FEu|,51,21,58
H??FEu},54,19,57
H??FEu~,58,26,56
H??FEvV,63,27,64
H??FEv[,60,13,59
H??FEv\,60,20,64
H??FEv],65,20,59
H??FEv^,70,25,61
H??FEvf,43,21,57
H??FEvs,43,13,32
H??FEvt,45,19,32
H??FEvu,45,16,35
H??FEvv,51,20,33
H??FEv{,46,15,17
H??FEv|,47,19,18
H??FEv},48,18,18
H??FEv~,48,22,20
H??FEy{,56,13,87
H??FEy|,75,18,89
H??FEy},59,17,64
H??FEy~,62,24,64
H??FEz[,62,12,82
H??FEz\,90,17,75
H??FEz],67,17,72
H??FEz^,72,21,75
H??FEzq,41,12,46
H??FEzr,45,17,46
H??FEzw,44,12,52
H??FEzx,78,17,35
H??FEzy,53,15,23
H??FEzz,54,20,24
H??FEz{,54,14,58
H??FEz|,73,18,59
H??FEz},61,17,27
H??FEz~,56,21,19
H??FE}},66,21,63
H??FE}~,71,28,61
H??FE~],74,24,70
H??FE~^,81,25,74
H??FE~y,54,18,26
H??FE~z,59,23,23
H??FE~{,59,17,14
H??FE~|,60,21,15
H??FE~},62,20,14
H??FE~~,62,24,16
H??FF?^,42,26,76
H??FFA[,42,6,72
H??FFA],40,9,79
H??FFA^,42,17,58
H??FFB[,62,8,66
H??FFB],48,10,50
H??FFB^,40,12,38
H??FFB{,72,27,36
H??FFB},44,11,45
H??FFB~,30,13,23
H??FFE^,48,22,60
H??FFF[,25,9,47
H??FFF],32,14,44
H??FFF^,42,15,42
H??FFF{,26,10,24
H??FFF},28,13,25
H??FFF~,30,16,26
H??FF_],52,18,110
H??FFaM,47,14,75
H??FFa],52,14,84
H??FFa^,50,22,71
H??FFbM,51,11,55
H??FFbN,40,16,54
H??FFb[,69,11,80
H??FFb\,64,13,55
H??FFb],57,13,51
H??FFb^,49,16,43
H??FFbk,57,9,69
H??FFbl,67,15,38
H??FFbm,59,12,39
H??FFbn,46,15,38
H??FFb{,77,26,51
H??FFb|,61,14,45
H??FFb},54,14,40
H??FFb~,39,17,22
H??FFf],46,15,47
H??FFf^,51,21,45
H??FFfk,36,11,43
H??FFfl,40,19,40
H??FFfm,36,14,49
H??FFfn,44,20,44
H??FFf{,38,13,21
H??FFf|,39,17,22
H??FFf},40,16,22
H??FFf~,40,21,23
H??FFr],61,18,51
H??FFr^,56,24,46
H??FFrs,41,11,80
H??FFrt,83,20,29
H??FFru,58,14,36
H??FFrv,49,21,34
H??FFr{,54,22,80
H??FFr|,76,19,45
H??FFr},62,16,34
H??FFr~,51,20,19
H??FFvu,48,17,39
H??FFvv,57,22,33
H??FFv{,50,16,18
H??FFv|,51,20,19
H??FFv},51,19,20
H??FFv~,52,23,21
H??FFz{,60,15,60
H??FFz|,65,18,77
H??FFz},64,18,30
H??FFz~,63,22,17
H??FF~},64,21,17
H??FF~~,65,25,18
H??FeWz,53,26,101
H??FeW{,36,12,132
H??FeW},53,22,120
H??FeW~,58,34,118
H??FeYj,61,17,76
H??FeYm,64,17,87
H??FeYr,47,17,57
H??FeYw,47,11,63
H??FeYy,46,16,58
H??FeYz,49,22,59
H??FeY{,54,13,76
H??FeY},53,18,69
H??FeY~,52,29,69
H??FeZM,63,22,113
H??FeZb,37,13,50
H??FeZg,52,10,38
H??FeZi,58,13,39
H??FeZj,58,16,46
H??FeZm,60,17,53
H??FeZo,34,10,36
H??FeZq,37,12,50
H??FeZr,42,18,48
H??FeZw,41,12,43
H??FeZy,50,15,26
H??FeZz,51,19,28
H??FeZ{,52,14,46
H??FeZ},57,17,31
H??FeZ~,54,22,20
H??Fe[~,63,45,117
H??Fe]z,56,28,56
H??Fe]},60,25,65
H??Fe]~,61,35,64
H??Fe^j,65,21,44
H??Fe^m,67,23,50
H??Fe^r,49,23,45
H??Fe^y,54,19,25
H??Fe^z,60,23,22
H??Fe^{,57,17,16
H??Fe^},58,22,16
H??Fe^~,59,26,17
H??FfO^,60,34,122
H??FfQV,50,23,81
H??FfQ^,58,29,82
H??FfRF,58,16,76
H??FfRM,61,15,67
H??FfRV,48,20,52
H??FfR[,52,12,80
H??FfR],63,16,51
H??FfR^,56,24,46
H??FfRc,27,9,54
H??FfRe,55,12,53
H??FfRf,58,18,56
H??FfRm,62,18,40
H??FfRs,40,11,59
H??FfRu,59,14,35
H??FfRv,52,18,34
H??FfR{,52,19,59
H??FfR},62,16,34
H??FfR~,50,21,19
H??FfV],52,21,53
H??FfV^,56,28,51
H??FfVf,63,27,54
H??FfVm,65,22,43
H??FfVu,45,17,42
H??FfVv,54,21,37
H??FfV{,50,16,18
H??FfV},50,20,20
H??FfV~,51,24,21
H??FfY],59,21,102
H??FfZM,66,17,86
H??FfZY,51,16,50
H??FfZ[,60,14,66
H??FfZ\,72,18,75
H??FfZ],59,18,58
H??FfZ^,58,27,59
H??FfZi,64,14,42
H??FfZk,63,13,54
H??FfZl,81,16,57
H??FfZm,68,19,53
H??FfZn,73,21,56
H??FfZq,41,13,54
H??FfZr,46,19,52
H??FfZw,48,13,43
H??FfZx,76,19,31
H??FfZy,55,16,27
H??FfZz,56,21,28
H??FfZ{,59,15,46
H??FfZ|,71,20,53
H??FfZ},63,18,31
H??FfZ~,60,23,19
H??Ff^^,61,34,58
H??Ff^n,79,26,55
H??Ff^z,61,26,25
H??Ff^{,61,18,17
H??Ff^|,61,23,18
H??Ff^},62,23,17
H??Ff^~,62,27,19
H??FfaN,46,28,91
H??FfbN,48,20,64
H??Ffbk,52,11,69
H??Ffbm,64,14,42
H??Ffbn,50,17,37
H??Ffb{,56,24,52
H??Ffb},63,15,39
H??Ffb~,44,18,22
H??Fffn,50,22,40
H??Fff{,42,14,22
H??Fff},43,18,23
H??Fff~,43,22,25
H??Ffrm,66,17,43
H??Ffrn,56,25,39
H??Ffrs,44,12,64
