E?Bw,0,0,0
E?bo,0,0,0
E?bw,12,9,9
E?ow,0,0,0
E?qo,0,0,0
E?qw,15,12,15
E?ro,20,12,20
E?rw,23,20,22
E?zO,16,8,16
E?zW,21,11,18
E?zo,18,9,33
E?zw,22,13,35
E?~o,16,8,8
E?~w,17,10,9
ECR_,0,0,0
ECRo,16,0,14
ECRw,20,8,20
ECYW,18,2,10
ECZ?,0,0,0
ECZG,14,2,14
ECZO,13,0,17
ECZW,19,9,32
ECZ_,12,8,16
ECZg,19,3,23
ECZo,16,8,25
ECZw,17,11,28
ECfo,25,12,13
ECfw,30,15,15
ECpo,13,3,34
ECqg,15,0,15
ECr_,10,12,18
ECrg,19,7,24
ECro,15,10,35
ECrw,21,16,33
ECuw,30,7,23
ECvo,25,12,33
ECvw,28,19,33
ECxo,15,3,31
ECxw,14,13,29
ECzW,22,14,34
ECzg,18,10,35
ECzo,15,9,32
ECzw,15,16,32
EC~o,13,16,25
EC~w,14,20,26
EEhW,22,5,33
EEh_,18,6,12
EEho,19,1,22
EEhw,16,6,26
EEiW,25,0,25
EEio,16,7,25
EEjW,21,10,25
EEj_,15,3,24
EEjo,16,4,28
EEjw,15,11,28
EElw,15,9,30
EEno,15,9,30
EEnw,16,14,30
EEr_,10,20,24
EEro,19,9,28
EErw,24,12,28
EEuw,23,16,25
EEvo,24,13,27
EEvw,28,17,27
EEzO,23,6,27
EEz_,12,4,32
EEzg,15,4,35
EEzo,12,8,34
EEzw,13,12,35
EE~w,15,18,33
EFzW,14,14,32
EFz_,9,9,9
EFzo,11,9,20
EFzw,11,11,11
EF~w,12,12,12
EQjO,20,0,4
EQj_,21,0,19
EQjg,24,6,0
EQjo,20,0,12
EQjw,21,0,15
EQyw,14,5,17
EQzO,16,2,14
EQzW,15,3,18
EQzg,23,11,6
EQzo,14,3,19
EQzw,15,3,22
EQ~o,14,0,16
EQ~w,15,1,17
ETno,24,15,6
ETnw,28,14,8
ETzg,18,4,18
ETzo,13,5,22
ETzw,13,8,23
ET~w,18,8,22
EUZO,15,4,13
EUZ_,14,3,31
EUZo,11,3,22
EUZw,10,0,20
EUxo,9,0,18
EUzW,10,8,22
EUzo,10,2,18
EUzw,11,2,20
EU~w,12,3,21
EV~w,14,3,22
E]yw,13,0,20
E]zg,17,6,21
E]zo,11,2,20
E]zw,13,0,23
E]~o,12,0,12
E]~w,13,0,13
E^~w,14,0,14
E~~w,15,0,0
