F??Fw,[7],0,0,0
F??Fw,[6 7],0,0,0
F??Fw,[5 6 7],0,0,0
F??Fw,[4 5 6 7],0,0,0
F??Fw,[3 4 5 6 7],0,0,0
F??Fw,[2 3 4 5 6 7],0,0,0
F?AFo,[7],0,0,0
F?AFo,[2 7],0,0,0
F?AFo,[3 7],0,0,0
F?AFo,[4 7],0,0,0
F?AFo,[5 7],0,0,0
F?AFo,[6 7],0,0,0
F?AFo,[2 6 7],0,0,0
F?AFo,[3 6 7],0,0,0
F?AFo,[4 5 7],0,0,0
F?AFo,[4 6 7],0,0,0
F?AFo,[5 6 7],0,0,0
F?AFo,[2 5 6 7],0,0,0
F?AFo,[3 4 5 7],0,0,0
F?AFo,[3 4 6 7],0,0,0
F?AFo,[3 5 6 7],0,0,0
F?AFo,[4 5 6 7],0,0,0
F?AFo,[2 3 4 5 7],0,0,0
F?AFo,[2 3 4 6 7],0,0,0
F?AFo,[2 3 5 6 7],0,0,0
F?AFo,[2 4 5 6 7],0,0,0
F?AFo,[3 4 5 6 7],0,0,0
F?AFw,[7],3,0,0
F?AFw,[5 7],1,0,2
F?AFw,[6 7],1,0,2
F?AFw,[4 5 7],1,2,0
F?AFw,[4 6 7],1,0,2
F?AFw,[5 6 7],2,1,0
F?AFw,[3 4 5 7],1,2,0
F?AFw,[3 4 6 7],1,2,0
F?AFw,[3 5 6 7],1,0,2
F?AFw,[4 5 6 7],2,0,1
F?AFw,[2 3 4 5 7],1,2,0
F?AFw,[2 3 4 6 7],1,2,0
F?AFw,[2 3 5 6 7],1,2,0
F?AFw,[2 4 5 6 7],1,0,2
F?AFw,[3 4 5 6 7],0,2,1
F?B@w,[7],0,0,0
F?B@w,[3 7],0,0,0
F?B@w,[4 7],0,0,0
F?B@w,[5 7],0,0,0
F?B@w,[6 7],0,0,0
F?B@w,[2 3 7],0,0,0
F?B@w,[2 4 7],0,0,0
F?B@w,[2 5 7],0,0,0
F?B@w,[2 6 7],0,0,0
F?B@w,[3 4 7],0,0,0
F?B@w,[3 5 7],0,0,0
F?B@w,[3 6 7],0,0,0
F?B@w,[4 5 7],0,0,0
F?B@w,[4 6 7],0,0,0
F?B@w,[5 6 7],0,0,0
F?B@w,[2 3 4 7],0,0,0
F?B@w,[2 3 5 7],0,0,0
F?B@w,[2 3 6 7],0,0,0
F?B@w,[2 4 5 7],0,0,0
F?B@w,[2 4 6 7],0,0,0
F?B@w,[2 5 6 7],0,0,0
F?B@w,[3 4 5 7],0,0,0
F?B@w,[3 4 6 7],0,0,0
F?B@w,[3 5 6 7],0,0,0
F?B@w,[4 5 6 7],0,0,0
F?B@w,[2 3 4 6 7],0,0,0
F?B@w,[2 3 5 6 7],0,0,0
F?B@w,[2 4 5 6 7],0,0,0
F?B@w,[3 4 5 6 7],0,0,0
F?BDo,[7],0,0,0
F?BDo,[2 7],0,0,0
F?BDo,[3 7],0,0,0
F?BDo,[4 7],0,0,0
F?BDo,[5 7],0,0,0
F?BDo,[6 7],0,0,0
F?BDo,[2 6 7],0,0,0
F?BDo,[3 4 7],0,0,0
F?BDo,[3 5 7],0,0,0
F?BDo,[3 6 7],0,0,0
F?BDo,[4 5 7],0,0,0
F?BDo,[4 6 7],0,0,0
F?BDo,[5 6 7],0,0,0
F?BDo,[2 3 4 7],0,0,0
F?BDo,[2 3 5 7],0,0,0
F?BDo,[2 3 6 7],0,0,0
F?BDo,[2 4 5 7],0,0,0
F?BDo,[2 4 6 7],0,0,0
F?BDo,[2 5 6 7],0,0,0
F?BDo,[3 4 5 7],0,0,0
F?BDo,[3 4 6 7],0,0,0
F?BDo,[3 5 6 7],0,0,0
F?BDo,[4 5 6 7],0,0,0
F?BDo,[2 3 4 6 7],0,0,0
F?BDo,[2 3 5 6 7],0,0,0
F?BDo,[2 4 5 6 7],0,0,0
F?BDo,[3 4 5 6 7],0,0,0
F?BDw,[7],3,0,0
F?BDw,[2 7],1,2,0
F?BDw,[3 7],1,1,1
F?BDw,[4 7],2,0,1
F?BDw,[5 7],2,0,1
F?BDw,[6 7],2,0,1
F?BDw,[2 6 7],0,2,1
F?BDw,[3 4 7],1,1,1
F?BDw,[3 5 7],1,1,1
F?BDw,[3 6 7],1,0,2
F?BDw,[4 5 7],1,1,1
F?BDw,[4 6 7],1,0,2
F?BDw,[5 6 7],1,1,1
F?BDw,[2 3 4 7],1,2,0
F?BDw,[2 3 5 7],1,2,0
F?BDw,[2 3 6 7],1,1,1
F?BDw,[2 4 5 7],1,2,0
F?BDw,[2 4 6 7],1,1,1
F?BDw,[2 5 6 7],1,1,1
F?BDw,[3 4 5 7],0,3,0
F?BDw,[3 4 6 7],1,1,1
F?BDw,[3 5 6 7],1,0,2
F?BDw,[4 5 6 7],1,1,1
F?BDw,[2 3 4 6 7],0,2,1
F?BDw,[2 3 5 6 7],0,1,2
F?BDw,[2 4 5 6 7],0,1,2
F?BDw,[3 4 5 6 7],0,2,1
F?BFo,[7],4,0,0
F?BFo,[3 7],0,0,4
F?BFo,[4 7],0,0,4
F?BFo,[5 7],0,2,2
F?BFo,[6 7],2,0,2
F?BFo,[3 4 7],2,2,0
F?BFo,[3 5 7],2,2,0
F?BFo,[3 6 7],2,0,2
F?BFo,[4 5 7],2,2,0
F?BFo,[4 6 7],2,0,2
F?BFo,[5 6 7],4,0,0
F?BFo,[2 3 4 7],2,2,0
F?BFo,[2 3 5 7],2,2,0
F?BFo,[2 3 6 7],2,2,0
F?BFo,[2 4 5 7],2,2,0
F?BFo,[2 4 6 7],2,2,0
F?BFo,[2 5 6 7],2,0,2
F?BFo,[3 4 5 7],0,4,0
F?BFo,[3 4 6 7],2,2,0
F?BFo,[3 5 6 7],0,2,2
F?BFo,[4 5 6 7],2,0,2
F?BFo,[2 3 4 6 7],0,2,2
F?BFo,[2 3 5 6 7],0,2,2
F?BFo,[2 4 5 6 7],0,0,4
F?BFo,[3 4 5 6 7],0,2,2
F?BFw,[7],5,0,0
F?BFw,[4 7],2,0,3
F?BFw,[5 7],2,0,3
F?BFw,[6 7],2,0,3
F?BFw,[3 4 7],2,3,0
F?BFw,[3 5 7],2,3,0
F?BFw,[3 6 7],2,0,3
F?BFw,[4 5 7],2,3,0
F?BFw,[4 6 7],2,0,3
F?BFw,[5 6 7],3,2,0
F?BFw,[2 3 4 7],2,3,0
F?BFw,[2 3 5 7],2,3,0
F?BFw,[2 3 6 7],2,3,0
F?BFw,[2 4 5 7],2,3,0
F?BFw,[2 4 6 7],2,3,0
F?BFw,[2 5 6 7],2,1,2
F?BFw,[3 4 5 7],0,5,0
F?BFw,[3 4 6 7],2,3,0
F?BFw,[3 5 6 7],2,0,3
F?BFw,[4 5 6 7],2,1,2
F?BFw,[2 3 4 6 7],0,3,2
