G???F{,[8],0,0,0
G???F{,[7 8],0,0,0
G???F{,[6 7 8],0,0,0
G???F{,[5 6 7 8],0,0,0
G???F{,[4 5 6 7 8],0,0,0
G???F{,[3 4 5 6 7 8],0,0,0
G???F{,[2 3 4 5 6 7 8],0,0,0
G??CFw,[8],0,0,0
G??CFw,[2 8],0,0,0
G??CFw,[3 8],0,0,0
G??CFw,[4 8],0,0,0
G??CFw,[5 8],0,0,0
G??CFw,[6 8],0,0,0
G??CFw,[7 8],0,0,0
G??CFw,[2 7 8],0,0,0
G??CFw,[3 7 8],0,0,0
G??CFw,[4 7 8],0,0,0
G??CFw,[5 6 8],0,0,0
G??CFw,[5 7 8],0,0,0
G??CFw,[6 7 8],0,0,0
G??CFw,[2 6 7 8],0,0,0
G??CFw,[3 6 7 8],0,0,0
G??CFw,[4 5 6 8],0,0,0
G??CFw,[4 5 7 8],0,0,0
G??CFw,[4 6 7 8],0,0,0
G??CFw,[5 6 7 8],0,0,0
G??CFw,[2 5 6 7 8],0,0,0
G??CFw,[3 4 5 6 8],0,0,0
G??CFw,[3 4 5 7 8],0,0,0
G??CFw,[3 4 6 7 8],0,0,0
G??CFw,[3 5 6 7 8],0,0,0
G??CFw,[4 5 6 7 8],0,0,0
G??CFw,[2 3 4 5 6 8],0,0,0
G??CFw,[2 3 4 5 7 8],0,0,0
G??CFw,[2 3 4 6 7 8],0,0,0
G??CFw,[2 3 5 6 7 8],0,0,0
G??CFw,[2 4 5 6 7 8],0,0,0
G??CFw,[3 4 5 6 7 8],0,0,0
G??CF{,[8],3,0,0
G??CF{,[6 8],1,0,2
G??CF{,[7 8],1,0,2
G??CF{,[5 6 8],1,2,0
G??CF{,[5 7 8],1,0,2
G??CF{,[6 7 8],2,1,0
G??CF{,[4 5 6 8],1,2,0
G??CF{,[4 5 7 8],1,2,0
G??CF{,[4 6 7 8],1,0,2
G??CF{,[5 6 7 8],2,0,1
G??CF{,[3 4 5 6 8],1,2,0
G??CF{,[3 4 5 7 8],1,2,0
G??CF{,[3 4 6 7 8],1,2,0
G??CF{,[3 5 6 7 8],1,0,2
G??CF{,[4 5 6 7 8],2,0,1
G??CF{,[2 3 4 5 6 8],1,2,0
G??CF{,[2 3 4 5 7 8],1,2,0
G??CF{,[2 3 4 6 7 8],1,2,0
G??CF{,[2 3 5 6 7 8],1,2,0
G??CF{,[2 4 5 6 7 8],1,0,2
G??CF{,[3 4 5 6 7 8],0,2,1
G??E@{,[8],0,0,0
G??E@{,[3 8],0,0,0
G??E@{,[4 8],0,0,0
G??E@{,[5 8],0,0,0
G??E@{,[6 8],0,0,0
G??E@{,[7 8],0,0,0
G??E@{,[2 3 8],0,0,0
G??E@{,[2 4 8],0,0,0
G??E@{,[2 5 8],0,0,0
G??E@{,[2 6 8],0,0,0
G??E@{,[2 7 8],0,0,0
G??E@{,[3 4 8],0,0,0
G??E@{,[3 5 8],0,0,0
G??E@{,[3 6 8],0,0,0
G??E@{,[3 7 8],0,0,0
G??E@{,[4 5 8],0,0,0
G??E@{,[4 6 8],0,0,0
G??E@{,[4 7 8],0,0,0
G??E@{,[5 6 8],0,0,0
G??E@{,[5 7 8],0,0,0
G??E@{,[6 7 8],0,0,0
G??E@{,[2 3 7 8],0,0,0
G??E@{,[2 4 7 8],0,0,0
G??E@{,[2 5 7 8],0,0,0
G??E@{,[2 6 7 8],0,0,0
G??E@{,[3 4 5 8],0,0,0
G??E@{,[3 4 6 8],0,0,0
G??E@{,[3 4 7 8],0,0,0
G??E@{,[3 5 6 8],0,0,0
G??E@{,[3 5 7 8],0,0,0
G??E@{,[3 6 7 8],0,0,0
G??E@{,[4 5 6 8],0,0,0
G??E@{,[4 5 7 8],0,0,0
G??E@{,[4 6 7 8],0,0,0
G??E@{,[5 6 7 8],0,0,0
G??E@{,[2 3 4 5 8],0,0,0
G??E@{,[2 3 4 6 8],0,0,0
G??E@{,[2 3 4 7 8],0,0,0
G??E@{,[2 3 5 6 8],0,0,0
G??E@{,[2 3 5 7 8],0,0,0
G??E@{,[2 3 6 7 8],0,0,0
G??E@{,[2 4 5 6 8],0,0,0
G??E@{,[2 4 5 7 8],0,0,0
G??E@{,[2 4 6 7 8],0,0,0
G??E@{,[2 5 6 7 8],0,0,0
G??E@{,[3 4 5 6 8],0,0,0
G??E@{,[3 4 5 7 8],0,0,0
G??E@{,[3 4 6 7 8],0,0,0
G??E@{,[3 5 6 7 8],0,0,0
G??E@{,[4 5 6 7 8],0,0,0
G??E@{,[2 3 4 5 7 8],0,0,0
G??E@{,[2 3 4 6 7 8],0,0,0
G??E@{,[2 3 5 6 7 8],0,0,0
G??E@{,[2 4 5 6 7 8],0,0,0
G??E@{,[3 4 5 6 7 8],0,0,0
G??EDw,[8],0,0,0
G??EDw,[2 8],0,0,0
G??EDw,[3 8],0,0,0
G??EDw,[4 8],0,0,0
G??EDw,[5 8],0,0,0
G??EDw,[6 8],0,0,0
G??EDw,[7 8],0,0,0
G??EDw,[2 7 8],0,0,0
G??EDw,[3 7 8],0,0,0
G??EDw,[4 5 8],0,0,0
G??EDw,[4 6 8],0,0,0
G??EDw,[4 7 8],0,0,0
G??EDw,[5 6 8],0,0,0
G??EDw,[5 7 8],0,0,0
G??EDw,[6 7 8],0,0,0
G??EDw,[2 6 7 8],0,0,0
G??EDw,[3 4 5 8],0,0,0
G??EDw,[3 4 6 8],0,0,0
G??EDw,[3 4 7 8],0,0,0
G??EDw,[3 5 6 8],0,0,0
G??EDw,[3 5 7 8],0,0,0
G??EDw,[3 6 7 8],0,0,0
G??EDw,[4 5 6 8],0,0,0
G??EDw,[4 5 7 8],0,0,0
